date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:50	4187/4187	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20Nov%202013%2023:26:18%20GMT	http://vceit.com/m/pm/13s-a11.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-a11.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:53	8866/8866	---M--	200	added ('OK')	image/gif	date:Sun,%2017%20Nov%202013%2023:26:11%20GMT	http://vceit.com/m/pm/13s-b06.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-b06.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:54	4434/4434	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Nov%202013%2000:27:17%20GMT	http://vceit.com/m/pm/13s-cs1.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-cs1.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:55	91727/91727	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Nov%202013%2020:38:54%20GMT	http://vceit.com/m/pm/13i-B11-mockup.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13i-B11-mockup.jpg	(from http://vceit.com/p/postmortem-2013i.htm)
19:59:55	33950/33950	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Nov%202013%2001:35:55%20GMT	http://vceit.com/m/encouragement_award.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/encouragement_award.jpg	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:55	5617/5617	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Nov%202013%2000:19:58%20GMT	http://vceit.com/m/pm/13s-cs2.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-cs2.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:55	197782/197782	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:54:50%20GMT	http://vceit.com/m/ERD-conceptdraw.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/ERD-conceptdraw.jpg	(from http://vceit.com/p/postmortem-2013i.htm)
19:59:56	9671/9671	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Nov%202013%2000:19:47%20GMT	http://vceit.com/m/pm/13s-cs4.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-cs4.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:57	21601/21601	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Nov%202013%2000:19:40%20GMT	http://vceit.com/m/pm/13s-cs3.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-cs3.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:57	10903/10903	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Nov%202013%2000:19:43%20GMT	http://vceit.com/m/pm/13s-cs5.gif	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/13s-cs5.gif	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:58	9261/9261	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Nov%202013%2023:13:01%20GMT	http://vceit.com/m/stack-plates.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/stack-plates.jpg	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:58	6035/6035	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2003:04:48%20GMT	http://vceit.com/m/gooddog.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/gooddog.jpg	(from http://vceit.com/p/postmortem-2013s.htm)
19:59:58	0/0	---M--	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2009:59:58%20GMT	http://vceit.com/wp/?wordfence_lh=1&hid=08B067BEFB6E0DE6F57F6083D580E53B	C:/My%20Web%20Sites/vceit/vceit.com/wp/index7ab4.html	(from http://vceit.com/wp/wp-login.php?redirect_to=http%3A%2F%2Fvceit.com%2Fwp%2Fnewsblog%2F)
19:59:59	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.13e.delayed	(from http://vceit.com/p/postmortem-2016i.htm)
19:59:59	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.13f.delayed	(from http://vceit.com/p/postmortem-2016i.htm)
19:59:59	24236/24236	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2009:59:58%20GMT	http://use.edgefonts.net/courier-prime:n4:default.js	C:/My%20Web%20Sites/vceit/use.edgefonts.net/courier-prime_n4_default.js	(from http://vceit.com/p/postmortem-2016i.htm)
19:59:59	25738/25738	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Nov%202013%2023:13:10%20GMT	http://vceit.com/m/queue.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/queue.jpg	(from http://vceit.com/p/postmortem-2013s.htm)
20:00:00	5077/5077	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202016%2004:20:13%20GMT	http://vceit.com/m/pm/dog-naughty-step.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/dog-naughty-step.jpg	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:02	6835/6835	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202016%2004:20:15%20GMT	http://vceit.com/m/pm/dog-stupid.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/dog-stupid.jpg	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:05	29467/29467	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Nov%202016%2002:28:46%20GMT	http://vceit.com/m/pm/16i-a09.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a09.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:07	59150/59150	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Nov%202016%2005:54:10%20GMT	http://vceit.com/m/toetags2016.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/toetags2016.jpg	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:09	46628/46628	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:50%20GMT	http://vceit.com/m/pm/16i-a11.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a11.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:16	68869/68869	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202016%2001:51:27%20GMT	http://vceit.com/m/pm/16i-a11-gantt1.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a11-gantt1.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:17	62477/62477	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202016%2001:51:33%20GMT	http://vceit.com/m/pm/16i-a11-gantt2.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a11-gantt2.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:19	57614/57614	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:41%20GMT	http://vceit.com/m/pm/16i-a12.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a12.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:25	163202/163202	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:36:06%20GMT	http://vceit.com/m/pm/16i-a07.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a07.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:28	70452/70452	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:58%20GMT	http://vceit.com/m/pm/16i-a13.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a13.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:28	54110/54110	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:31%20GMT	http://vceit.com/m/pm/16i-a16.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a16.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:29	30702/30702	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:28%20GMT	http://vceit.com/m/pm/16i-a17a.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a17a.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:31	19521/19521	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:12%20GMT	http://vceit.com/m/pm/16i-a17b.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a17b.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:34	36146/36146	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:09%20GMT	http://vceit.com/m/pm/16i-a17c.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a17c.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:37	42301/42301	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:36:24%20GMT	http://vceit.com/m/pm/16i-a17d.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a17d.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:38	134777/134777	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:35:36%20GMT	http://vceit.com/m/pm/16i-a13b.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a13b.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:42	69569/69569	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:34:54%20GMT	http://vceit.com/m/pm/16i-a18.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a18.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:43	35102/35102	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202016%2005:14:12%20GMT	http://vceit.com/m/pm/16i-b01b.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-b01b.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:44	7280/7280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Nov%202016%2002:17:19%20GMT	http://vceit.com/m/stupidshoes-16i-b1b.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/stupidshoes-16i-b1b.jpg	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:44	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2018%20Sep%202019%2010:00:44%20GMT	http://www.conceptdraw.com/How-To-Guide/picture/Chen-ERD--sample.png	C:/My%20Web%20Sites/vceit/www.conceptdraw.com/How-To-Guide/picture/Chen-ERD--sample.154.delayed	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:44	42765/42765	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Nov%202016%2002:13:56%20GMT	http://vceit.com/m/pm/16i-b01b-answer.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-b01b-answer.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:44	70100/70100	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:34:51%20GMT	http://vceit.com/m/pm/16i-a19.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-a19.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:51	49094/49094	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:42%20GMT	http://vceit.com/m/pm/16i-b05.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-b05.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:00:59	47776/47776	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:12%20GMT	http://vceit.com/m/pm/16i-c01.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c01.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:00	83193/83193	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:43%20GMT	http://vceit.com/m/pm/16i-cs01.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-cs01.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:03	18151/18151	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202016%2023:44:02%20GMT	http://vceit.com/m/pm/16i-c1-gantt_tn.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c1-gantt_tn.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:03	4580/4580	---M--	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202016%2023:44:14%20GMT	http://vceit.com/m/pm/16i-c1-gantt-project.gan	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c1-gantt-project.html	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:04	26925/26925	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Nov%202016%2023:44:13%20GMT	http://vceit.com/m/pm/16i-c1-gantt.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c1-gantt.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:07	130540/130540	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:33:37%20GMT	http://vceit.com/m/pm/16i-cs02.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-cs02.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:10	141128/141128	---MCZ	200	added ('OK')	image/png	etag:%2222748-4fc1cb999f080-gzip%22	https://www.conceptdraw.com/How-To-Guide/picture/Chen-ERD--sample.png	C:/My%20Web%20Sites/vceit/www.conceptdraw.com/How-To-Guide/picture/Chen-ERD--sample.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:11	41812/41812	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Nov%202017%2002:44:22%20GMT	http://vceit.com/m/pm/16i-c01.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c01.jpg	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:12	60434/60434	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Nov%202016%2000:14:16%20GMT	http://vceit.com/m/pm/16i-c1-gantt-hand.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c1-gantt-hand.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:14	18683/18683	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:00%20GMT	http://vceit.com/m/pm/16i-c11.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c11.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:14	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.163.delayed	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:14	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.164.delayed	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:14	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.165.delayed	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:16	7885/7885	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Nov%202016%2003:08:20%20GMT	http://vceit.com/m/scared-dogs.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/scared-dogs.jpg	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:18	32151/32151	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:31:31%20GMT	http://vceit.com/m/pm/16i-c12.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c12.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:18	75852/75852	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:26%20GMT	http://vceit.com/m/pm/16i-c08.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c08.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:19	1642/1642	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Sep%202019%2010:01:19%20GMT	http://vceit.com/selection-sort.pptx	C:/My%20Web%20Sites/vceit/vceit.com/selection-sort.169.delayed	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:20	29910/29910	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:52%20GMT	http://vceit.com/m/pm/16s-a03.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-a03.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:21	70153/70153	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2023:32:17%20GMT	http://vceit.com/m/pm/16i-c09.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16i-c09.png	(from http://vceit.com/p/postmortem-2016i.htm)
20:01:26	41978/41978	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Nov%202016%2023:10:40%20GMT	http://vceit.com/m/pm/16s-a09.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-a09.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:27	60837/60837	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:52:47%20GMT	http://vceit.com/m/pm/16s-a05.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-a05.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:29	4688/4688	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Nov%202016%2002:09:42%20GMT	http://vceit.com/m/stamp_of_approval-trans.png	C:/My%20Web%20Sites/vceit/vceit.com/m/stamp_of_approval-trans.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:30	52446/52446	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:52:52%20GMT	http://vceit.com/m/pm/16s-b04a.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-b04a.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:31	68497/68497	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Dec%202016%2004:27:22%20GMT	http://vceit.com/m/pm/16s-b01.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-b01.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:32	43161/43161	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:54:02%20GMT	http://vceit.com/m/pm/16s-b04a-answer.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-b04a-answer.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:50	103308/103308	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:54:48%20GMT	http://vceit.com/m/pm/16s-c03.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c03.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:54	160249/160249	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:15%20GMT	http://vceit.com/m/pm/16s-cs01.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-cs01.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:57	169545/169545	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:25%20GMT	http://vceit.com/m/pm/16s-c01.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c01.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:01:58	168026/168026	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:54:15%20GMT	http://vceit.com/m/pm/16s-c01a-answer.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c01a-answer.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:05	48992/48992	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2001:35:59%20GMT	http://vceit.com/m/pm/16s-c03-solution.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c03-solution.jpg	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:05	97473/97473	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:54:31%20GMT	http://vceit.com/m/pm/16s-c03a-answer1.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c03a-answer1.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:08	90273/90273	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:54:13%20GMT	http://vceit.com/m/pm/16s-c03a-answer2.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c03a-answer2.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:09	16022/16022	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Nov%202017%2001:10:27%20GMT	http://vceit.com/m/pm/16s-c05.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c05.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:13	27448/27448	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Nov%202016%2010:37:33%20GMT	http://vceit.com/m/pm/16s-c05-answer.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c05-answer.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:13	94299/94299	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:41%20GMT	http://vceit.com/m/pm/16s-c04a.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c04a.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:13	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.17c.delayed	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:13	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.17d.delayed	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:13	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.17e.delayed	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:13	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.17f.delayed	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:14	1642/1642	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Sep%202019%2010:02:14%20GMT	http://vceit.com/p/00-psm2011.htm	C:/My%20Web%20Sites/vceit/vceit.com/p/00-psm2011.180.delayed	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:17	18891/18891	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:52%20GMT	http://vceit.com/m/pm/11i-a06.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-a06.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:18	27384/27384	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:50%20GMT	http://vceit.com/m/pm/16s-c12b.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c12b.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:19	87172/87172	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:38%20GMT	http://vceit.com/m/pm/16s-c04b.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c04b.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:20	69544/69544	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202016%2000:53:50%20GMT	http://vceit.com/m/pm/16s-c11.png	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/16s-c11.png	(from http://vceit.com/p/postmortem-2016s.htm)
20:02:21	14432/14432	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:55%20GMT	http://vceit.com/m/pm/11i-B6f-erd.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-B6f-erd.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:22	32102/32102	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:53%20GMT	http://vceit.com/m/pm/11i-a18.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-a18.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:22	14390/14390	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:51%20GMT	http://vceit.com/m/pm/11i-6f-bachman.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-6f-bachman.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:23	39153/39153	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:53%20GMT	http://vceit.com/m/pm/11i-b04.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-b04.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:26	20031/20031	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:54%20GMT	http://vceit.com/m/pm/11i-b10b.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-b10b.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:27	29604/29604	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:54%20GMT	http://vceit.com/m/pm/11i-b10a.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-b10a.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:27	20568/20568	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:55%20GMT	http://vceit.com/m/pm/11i-B10c.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-B10c.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:27	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.18b.delayed	(from http://vceit.com/p/postmortem-2012i.htm)
20:02:27	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.18c.delayed	(from http://vceit.com/p/postmortem-2012i.htm)
20:02:27	0/-1	---M--	301	error ('')			http://vceit.com/wp/contact-me-at-vceit-com-2	C:/My%20Web%20Sites/vceit/vceit.com/wp/contact-me-at-vceit-com-2.18d.delayed	(from http://vceit.com/p/postmortem-2012i.htm)
20:02:29	16418/16418	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:51%20GMT	http://vceit.com/m/pm/11i-10b.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-10b.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
20:02:29	53422/53422	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202013%2002:52:54%20GMT	http://vceit.com/m/pm/11i-b09.jpg	C:/My%20Web%20Sites/vceit/vceit.com/m/pm/11i-b09.jpg	(from http://vceit.com/p/postmortem-2011i.htm)
